Race Name,Race Time,Race Distance,Tips,Tipster,Runner Name,Rider Name,Trainer Name,Rating,Last Three Starts,Form,Weight,Prize Money,Sire,Dam,Total,Win Percent,Place Percent,Result,This Track,This Season,Track,Distance,Track and Distance,Class,First Up,Second Up,Jockey,Firm,Good,Soft,Heavy
"TAXI STOCKHOLM - STL KLASS II, FINAL MS",14:42:00Z,2140,8-6-1-4,SWEDEN TIPS,ENJOY THE GAME,T UHRBERG,S JUUL,83,x12,D,0.0,$46044,Ens Snapshot,True Vallee Bay,18: 5 - 4,28,50,9: 1 - 3,,0:0-0-0,0: 0 - 0,9: 1 - 3,0: 0 - 0,,3: 2 - 1,3: 0 - 2,,,,,
"TAXI STOCKHOLM - STL KLASS II, FINAL MS",14:42:00Z,2140,8-6-1-4,SWEDEN TIPS,MR MARVELOUS,U OHLSSON,R LILJENDAHL,86,231,TD,0.0,$55130,Ready Cash,Alphadoodle,8: 3 - 4,38,88,8: 3 - 4,4: 1 - 2,0:0-0-0,4: 1 - 2,8: 3 - 4,4: 1 - 2,,2: 1 - 1,2: 0 - 2,,,,,
"TAXI STOCKHOLM - STL KLASS II, FINAL MS",14:42:00Z,2140,8-6-1-4,SWEDEN TIPS,BIG SHOT,T JANSSON,R WALMANN,70,277,TD,0.0,$39609,Maharajah,Target Hoss,12: 2 - 4,17,50,8: 2 - 3,8: 2 - 2,0:0-0-0,8: 2 - 2,8: 2 - 3,6: 2 - 1,,2: 0 - 1,2: 0 - 1,,,,,
"TAXI STOCKHOLM - STL KLASS II, FINAL MS",14:42:00Z,2140,8-6-1-4,SWEDEN TIPS,GARDNER SHAW,J WESTHOLM,J WESTHOLM,85,x11,D,0.0,$54817,Ready Cash,Bloom Boko,13: 3 - 5,23,62,8: 2 - 3,5: 0 - 4,0:0-0-0,5: 0 - 4,8: 2 - 3,3: 0 - 2,,3: 2 - 0,3: 1 - 2,,,,,
"TAXI STOCKHOLM - STL KLASS II, FINAL MS",14:42:00Z,2140,8-6-1-4,SWEDEN TIPS,VASTERBO POKERFACE,J KONTIO,T NURMOS,82,3x2,TD,0.0,$41348,Timoko,Vasterbo Cher,10: 4 - 3,40,70,8: 4 - 2,3: 2 - 0,0:0-0-0,3: 2 - 0,8: 4 - 2,3: 2 - 0,,4: 2 - 2,2: 2 - 0,,,,,
"TAXI STOCKHOLM - STL KLASS II, FINAL MS",14:42:00Z,2140,8-6-1-4,SWEDEN TIPS,DON FANUCCI ZET,O KIHLSTROM,D REDEN,94,132,D,0.0,$132031,Hard Livin,Kissed By The West,10: 6 - 3,60,90,9: 5 - 3,1: 0 - 0,0:0-0-0,1: 0 - 0,9: 5 - 3,1: 0 - 0,,2: 2 - 0,2: 2 - 0,,,,,
"TAXI STOCKHOLM - STL KLASS II, FINAL MS",14:42:00Z,2140,8-6-1-4,SWEDEN TIPS,FRODO S.,B GOOP,B GOOP,75,425,TD,0.0,$40834,Uniclove,Fijona,16: 6 - 6,38,75,7: 3 - 2,4: 3 - 1,0:0-0-0,4: 3 - 1,7: 3 - 2,3: 2 - 1,,2: 2 - 0,2: 2 - 0,,,,,
"TAXI STOCKHOLM - STL KLASS II, FINAL MS",14:42:00Z,2140,8-6-1-4,SWEDEN TIPS,VITRO DIABLO,P UNTERSTEINER,P UNTERSTEINER,71,x43,D,0.0,$41974,Bold Eagle,Chanson D'Inverne,9: 2 - 3,22,56,6: 2 - 3,,0:0-0-0,0: 0 - 0,6: 2 - 3,0: 0 - 0,,3: 0 - 0,2: 1 - 1,,,,,
"TAXI STOCKHOLM - STL KLASS II, FINAL MS",14:42:00Z,2140,8-6-1-4,SWEDEN TIPS,FREDRIC PALEMA,M J ANDERSSON,P HEDBERG,79,104,D,0.0,$54081,Symphonic Hanover,Nettan Palema,22: 5 - 8,23,59,17: 4 - 6,,0:0-0-0,0: 0 - 0,17: 4 - 6,0: 0 - 0,,3: 0 - 2,2: 0 - 2,,,,,
"TAXI STOCKHOLM - STL KLASS II, FINAL MS",14:42:00Z,2140,8-6-1-4,SWEDEN TIPS,RACKHAM,C ERIKSSON,C ERIKSSON,92,x11,D,0.0,$54504,Love You,Red Orchid,9: 4 - 3,44,78,6: 2 - 3,,0:0-0-0,0: 0 - 0,6: 2 - 3,0: 0 - 0,,2: 1 - 0,2: 2 - 0,,,,,
"WEBER - STL SILVERDIVISIONEN, FINAL MS",15:05:00Z,2140,6-3-2-11,SWEDEN TIPS,ISLAND LIFE,P LENNARTSSON,R BERGH,77,811,TD,0.0,$237514,Pine Chip,Gossip,60: 18 - 10,30,47,42: 17 - 8,17: 7 - 1,0:0-0-0,17: 7 - 1,42: 17 - 8,16: 7 - 1,,9: 3 - 2,9: 3 - 2,,,,,
"WEBER - STL SILVERDIVISIONEN, FINAL MS",15:05:00Z,2140,6-3-2-11,SWEDEN TIPS,PROSPEROUS,J SJUNNESSON,H A GRIFT,93,113,TD,0.0,$283941,Prodigious,Glorify,49: 15 - 11,31,53,20: 8 - 9,4: 1 - 1,0:0-0-0,4: 1 - 1,20: 8 - 9,3: 1 - 1,,5: 2 - 0,5: 2 - 0,,,,,
"WEBER - STL SILVERDIVISIONEN, FINAL MS",15:05:00Z,2140,6-3-2-11,SWEDEN TIPS,COOGAN,O KIHLSTROM,D REDEN,89,117,TD,0.0,$170618,Donato Hanover,Warrawee Lassie,35: 12 - 9,34,60,9: 5 - 2,5: 3 - 1,0:0-0-0,5: 3 - 1,9: 5 - 2,3: 2 - 1,,7: 1 - 3,5: 2 - 1,,,,,
"WEBER - STL SILVERDIVISIONEN, FINAL MS",15:05:00Z,2140,6-3-2-11,SWEDEN TIPS,WILD LOVE,K OSCARSSON,B SIMBERG,71,310,D,0.0,$264680,Love You,Twins Vilda,53: 13 - 17,25,57,39: 9 - 14,5: 0 - 1,0:0-0-0,5: 0 - 1,39: 9 - 14,4: 0 - 1,,1: 0 - 1,1: 1 - 0,,,,,
"WEBER - STL SILVERDIVISIONEN, FINAL MS",15:05:00Z,2140,6-3-2-11,SWEDEN TIPS,MAN AT WORK,J KONTIO,T NURMOS,83,132,TD,0.0,$208414,Ken Warkentin,Illustre November,44: 10 - 12,23,50,32: 8 - 10,13: 2 - 4,0:0-0-0,13: 2 - 4,32: 8 - 10,12: 2 - 4,,8: 5 - 1,7: 2 - 1,,,,,
"WEBER - STL SILVERDIVISIONEN, FINAL MS",15:05:00Z,2140,6-3-2-11,SWEDEN TIPS,VERY KRONOS,E ADIELSSON,S BATH,100,2x1,TD,0.0,$274564,Ready Cash,Glide About,28: 15 - 1,54,57,14: 9 - 1,9: 5 - 1,0:0-0-0,9: 5 - 1,14: 9 - 1,7: 4 - 1,,4: 4 - 0,3: 2 - 0,,,,,
"WEBER - STL SILVERDIVISIONEN, FINAL MS",15:05:00Z,2140,6-3-2-11,SWEDEN TIPS,RELIGIOUS,M FORSS,N PETTERSSON-PERKLEN,82,623,TD,0.0,$173828,Pastor Stephen,Pepita Zet,36: 10 - 15,28,69,26: 7 - 13,14: 2 - 7,0:0-0-0,14: 2 - 7,26: 7 - 13,13: 2 - 7,,2: 1 - 1,2: 1 - 1,,,,,
"WEBER - STL SILVERDIVISIONEN, FINAL MS",15:05:00Z,2140,6-3-2-11,SWEDEN TIPS,COMMIT BOOM BAY,T UHRBERG,S JUUL,98,x12,D,0.0,$277527,Ens Snapshot,Oddsindskudspubben,36: 11 - 10,31,58,14: 4 - 5,,0:0-0-0,0: 0 - 0,14: 4 - 5,0: 0 - 0,,6: 2 - 0,6: 2 - 4,,,,,
"WEBER - STL SILVERDIVISIONEN, FINAL MS",15:05:00Z,2140,6-3-2-11,SWEDEN TIPS,HAN HERRED,U OHLSSON,R LILJENDAHL,70,444,TD,0.0,$198503,Infinitif,Donna G.t.,42: 8 - 9,19,40,33: 8 - 6,21: 6 - 7,0:0-0-0,21: 6 - 7,33: 8 - 6,19: 6 - 5,,7: 2 - 1,6: 0 - 4,,,,,
"WEBER - STL SILVERDIVISIONEN, FINAL MS",15:05:00Z,2140,6-3-2-11,SWEDEN TIPS,PASTOR POWER,P UNTERSTEINER,P UNTERSTEINER,78,052,D,0.0,$220051,Pastor Stephen,Tobina Pazzione,36: 9 - 12,25,58,28: 9 - 10,4: 0 - 2,0:0-0-0,4: 0 - 2,28: 9 - 10,4: 0 - 2,,4: 2 - 1,3: 2 - 1,,,,,
"WEBER - STL SILVERDIVISIONEN, FINAL MS",15:05:00Z,2140,6-3-2-11,SWEDEN TIPS,VINCERO' GAR,B GOOP,B GOOP,86,5x2,TD,0.0,$246913,S.j.'s Photo,Lady Killer Gar,42: 11 - 13,26,57,3: 2 - 1,2: 1 - 1,0:0-0-0,2: 1 - 1,3: 2 - 1,2: 1 - 1,,3: 1 - 2,2: 2 - 0,,,,,
"WEBER - STL SILVERDIVISIONEN, FINAL MS",15:05:00Z,2140,6-3-2-11,SWEDEN TIPS,NIKY FLAX,J UNTERSTEINER,J UNTERSTEINER,73,286,D,0.0,$251274,Love You,Stay With Us,63: 17 - 20,27,59,38: 9 - 10,6: 0 - 1,0:0-0-0,6: 0 - 1,38: 9 - 10,5: 0 - 1,,4: 2 - 2,4: 0 - 3,,,,,
"BOLLINGER - STL DIAMANTSTOET, FINAL SS",15:27:00Z,2140,6-14-8-5,SWEDEN TIPS,GORGEOUS L.A.,O J ANDERSSON,H OLOFSSON,82,112,D,0.0,$48834,Revenue,Glory Woman,27: 6 - 1,22,26,22: 4 - 1,,0:0-0-0,0: 0 - 0,22: 4 - 1,0: 0 - 0,,4: 0 - 0,4: 1 - 0,,,,,
"BOLLINGER - STL DIAMANTSTOET, FINAL SS",15:27:00Z,2140,6-14-8-5,SWEDEN TIPS,INFINITE KNIGHT,J WESTHOLM,J WESTHOLM,70,x53,D,0.0,$49735,Scarlet Knight,Infinite Dream,20: 1 - 7,5,40,17: 1 - 5,4: 0 - 1,0:0-0-0,4: 0 - 1,17: 1 - 5,4: 0 - 1,,4: 1 - 0,3: 0 - 1,,,,,
"BOLLINGER - STL DIAMANTSTOET, FINAL SS",15:27:00Z,2140,6-14-8-5,SWEDEN TIPS,ANNA BAFFEL,K ERIKSSON,S JANSSON,71,230,D,0.0,$40972,Orlando Vici,Bobwire,36: 2 - 14,6,44,23: 2 - 12,,0:0-0-0,0: 0 - 0,23: 2 - 12,0: 0 - 0,,6: 0 - 1,6: 1 - 3,,,,,
"BOLLINGER - STL DIAMANTSTOET, FINAL SS",15:27:00Z,2140,6-14-8-5,SWEDEN TIPS,AND STITCH,F MOLIN,K JANSSON,81,142,TD,0.0,$50283,Andover Andover,Lilo,17: 3 - 7,18,59,10: 1 - 3,3: 1 - 0,0:0-0-0,3: 1 - 0,10: 1 - 3,2: 0 - 0,,2: 0 - 1,2: 0 - 0,,,,,
"BOLLINGER - STL DIAMANTSTOET, FINAL SS",15:27:00Z,2140,6-14-8-5,SWEDEN TIPS,WAITING HILL HALL,K ECCE,S JUUL,100,146,D,0.0,$69812,Muscle Hill,Captivating As,13: 6 - 2,46,62,13: 6 - 2,2: 0 - 0,0:0-0-0,2: 0 - 0,13: 6 - 2,2: 0 - 0,,2: 1 - 1,2: 1 - 0,,,,,
"BOLLINGER - STL DIAMANTSTOET, FINAL SS",15:27:00Z,2140,6-14-8-5,SWEDEN TIPS,KARAMEL HILL,B GOOP,B GOOP,94,211,D,0.0,$103117,Juliano Star,Fredrika Kemp,42: 10 - 12,24,52,6: 2 - 3,,0:0-0-0,0: 0 - 0,6: 2 - 3,0: 0 - 0,,2: 0 - 2,2: 1 - 1,,,,,
"BOLLINGER - STL DIAMANTSTOET, FINAL SS",15:27:00Z,2140,6-14-8-5,SWEDEN TIPS,WORTH A LOT,A KOLGJINI,F LUPERINI,72,373,D,0.0,$76916,Maharajah,Necklace,43: 4 - 9,9,30,33: 3 - 8,3: 0 - 0,0:0-0-0,3: 0 - 0,33: 3 - 8,3: 0 - 0,,5: 0 - 2,3: 1 - 1,,,,,
"BOLLINGER - STL DIAMANTSTOET, FINAL SS",15:27:00Z,2140,6-14-8-5,SWEDEN TIPS,SHARP DREAM,P INGVES,P PURO,83,141,D,0.0,$142180,Royal Dream,Sharp Concrete,46: 15 - 7,33,48,26: 10 - 5,1: 0 - 0,0:0-0-0,1: 0 - 0,26: 10 - 5,0: 0 - 0,,8: 4 - 1,7: 4 - 0,,,,,
"BOLLINGER - STL DIAMANTSTOET, FINAL SS",15:27:00Z,2140,6-14-8-5,SWEDEN TIPS,CHARMANTE AMOK,L WITASP,K K FRICK,75,960,D,0.0,$74535,Orlando Vici,Symfoni Amok,47: 4 - 9,9,28,34: 2 - 8,6: 0 - 0,0:0-0-0,6: 0 - 0,34: 2 - 8,6: 0 - 0,,3: 0 - 1,2: 0 - 0,,,,,
"BOLLINGER - STL DIAMANTSTOET, FINAL SS",15:27:00Z,2140,6-14-8-5,SWEDEN TIPS,ANTHARA BI,C J JEPSON,B GOOP,88,211,TD,0.0,$96178,Donato Hanover,Dakota Bi,21: 5 - 8,24,62,7: 3 - 2,6: 3 - 1,0:0-0-0,6: 3 - 1,7: 3 - 2,3: 2 - 0,,3: 1 - 1,3: 1 - 1,,,,,
"BOLLINGER - STL DIAMANTSTOET, FINAL SS",15:27:00Z,2140,6-14-8-5,SWEDEN TIPS,JASMIN BAND,E ADIELSSON,J L SUNDGREN,79,947,TD,0.0,$71466,Dream Vacation,Staro Glamour Miss,33: 5 - 9,15,42,21: 3 - 5,3: 1 - 1,0:0-0-0,3: 1 - 1,21: 3 - 5,2: 0 - 1,,3: 0 - 1,3: 0 - 3,,,,,
"BOLLINGER - STL DIAMANTSTOET, FINAL SS",15:27:00Z,2140,6-14-8-5,SWEDEN TIPS,SHUTTER ISLAND,C SVENSSON,S DAHL,78,1x6,D,0.0,$104497,Intoxicated,Song Contest,45: 9 - 11,20,44,35: 8 - 9,2: 0 - 1,0:0-0-0,2: 0 - 1,35: 8 - 9,2: 0 - 1,,6: 0 - 1,5: 1 - 1,,,,,
"BOLLINGER - STL DIAMANTSTOET, FINAL SS",15:27:00Z,2140,6-14-8-5,SWEDEN TIPS,ARGBIGGAN,R SVANSTEDT,R SVANSTEDT,87,321,D,0.0,$98013,Maharajah,Kemp's Emilie,30: 5 - 14,17,63,23: 3 - 12,1: 0 - 1,0:0-0-0,1: 0 - 1,23: 3 - 12,1: 0 - 1,,2: 1 - 0,2: 0 - 1,,,,,
"BOLLINGER - STL DIAMANTSTOET, FINAL SS",15:27:00Z,2140,6-14-8-5,SWEDEN TIPS,INDRA'S SECRET,P LENNARTSSON,R BERGH,91,111,TD,0.0,$112453,Love You,East Indra,37: 15 - 1,41,43,20: 7 - 1,12: 6 - 1,0:0-0-0,12: 6 - 1,20: 7 - 1,11: 5 - 1,,8: 5 - 0,7: 3 - 0,,,,,
"BOLLINGER - STL DIAMANTSTOET, FINAL SS",15:27:00Z,2140,6-14-8-5,SWEDEN TIPS,MILLIE MILLIONAIRE,O KIHLSTROM,F WALLIN,85,x42,D,0.0,$176965,Jocose,Mellby Tempo,41: 14 - 12,34,63,29: 9 - 9,3: 0 - 1,0:0-0-0,3: 0 - 1,29: 9 - 9,3: 0 - 1,,7: 1 - 3,6: 2 - 2,,,,,
"OPTIMERA - STL KLASS I, FINAL MS",15:50:00Z,2140,5-6-1-2,SWEDEN TIPS,MASTER BLASTER,E ADIELSSON,F B LARSSON,86,x32,TD,0.0,$79406,Triton Sund,Dream Date,20: 10 - 3,50,65,11: 6 - 3,4: 3 - 0,0:0-0-0,4: 3 - 0,11: 6 - 3,1: 1 - 0,,5: 2 - 2,5: 3 - 1,,,,,
"OPTIMERA - STL KLASS I, FINAL MS",15:50:00Z,2140,5-6-1-2,SWEDEN TIPS,VICTORY'S CLUB,A KOLGJINI,A KOLGJINI,76,x29,,0.0,$64355,Mago D'Amore,Duse Tab,38: 16 - 6,42,58,,,0:0-0-0,0: 0 - 0,0: 0 - 0,0: 0 - 0,,2: 1 - 1,2: 1 - 0,,,,,
"OPTIMERA - STL KLASS I, FINAL MS",15:50:00Z,2140,5-6-1-2,SWEDEN TIPS,G.R.J.'S WOLVERINE,O KIHLSTROM,M BERGDAHL,72,279,D,0.0,$60957,Yield Boko,Street Cat,37: 5 - 13,14,49,25: 3 - 11,2: 0 - 2,0:0-0-0,2: 0 - 2,25: 3 - 11,2: 0 - 2,,5: 1 - 1,4: 0 - 4,,,,,
"OPTIMERA - STL KLASS I, FINAL MS",15:50:00Z,2140,5-6-1-2,SWEDEN TIPS,LENNART SJOHAMMAR,B GOOP,S H JOHANSSON,70,353,TD,0.0,$54974,Make It Happen,Twilight Time,30: 3 - 6,10,30,22: 3 - 5,26: 3 - 5,0:0-0-0,26: 3 - 5,22: 3 - 5,21: 3 - 5,,4: 0 - 1,4: 0 - 2,,,,,
"OPTIMERA - STL KLASS I, FINAL MS",15:50:00Z,2140,5-6-1-2,SWEDEN TIPS,ARMOUR AS,S PERSSON,J RIORDAN,96,212,D,0.0,$85754,Varenne,Southwind As,22: 5 - 10,23,68,6: 1 - 5,,0:0-0-0,0: 0 - 0,6: 1 - 5,0: 0 - 0,,2: 0 - 2,2: 0 - 1,,,,,
"OPTIMERA - STL KLASS I, FINAL MS",15:50:00Z,2140,5-6-1-2,SWEDEN TIPS,VAN GOGH Z.S.,P LENNARTSSON,R BERGH,100,111,D,0.0,$91194,Love You,Oyapock Oaks,16: 12 - 2,75,88,6: 6 - 0,,0:0-0-0,0: 0 - 0,6: 6 - 0,0: 0 - 0,,4: 3 - 1,4: 4 - 0,,,,,
"OPTIMERA - STL KLASS I, FINAL MS",15:50:00Z,2140,5-6-1-2,SWEDEN TIPS,THE GAMBLER,L KOLGJINI,A KOLGJINI,82,x03,D,0.0,$60455,S.j.'s Photo,Que Linda,13: 4 - 2,31,46,7: 4 - 1,1: 0 - 1,0:0-0-0,1: 0 - 1,7: 4 - 1,1: 0 - 1,,3: 1 - 0,3: 2 - 1,,,,,
"OPTIMERA - STL KLASS I, FINAL MS",15:50:00Z,2140,5-6-1-2,SWEDEN TIPS,ZLATAN KNICK,C ERIKSSON,C ERIKSSON,71,532,D,0.0,$62022,Going Kronos,Lapponia Knick,16: 4 - 6,25,62,11: 2 - 4,1: 0 - 0,0:0-0-0,1: 0 - 0,11: 2 - 4,1: 0 - 0,,3: 0 - 1,3: 2 - 1,,,,,
"OPTIMERA - STL KLASS I, FINAL MS",15:50:00Z,2140,5-6-1-2,SWEDEN TIPS,GLOBAL VENTURE,P UNTERSTEINER,P UNTERSTEINER,83,x32,D,0.0,$52906,Broadway Hall,Madonarail,17: 4 - 6,24,59,10: 3 - 5,1: 0 - 0,0:0-0-0,1: 0 - 0,10: 3 - 5,1: 0 - 0,,5: 2 - 2,3: 1 - 2,,,,,
"OPTIMERA - STL KLASS I, FINAL MS",15:50:00Z,2140,5-6-1-2,SWEDEN TIPS,VALIANT DREAM,M FORSS,M FORSS,75,415,D,0.0,$86593,Offshore Dream,Emilia's Lily,57: 10 - 12,18,39,7: 3 - 1,3: 0 - 0,0:0-0-0,3: 0 - 0,7: 3 - 1,2: 0 - 0,,2: 0 - 1,2: 0 - 0,,,,,
"OPTIMERA - STL KLASS I, FINAL MS",15:50:00Z,2140,5-6-1-2,SWEDEN TIPS,KING OF EVERYTHING,C SVENSSON,C SVENSSON,88,249,D,0.0,$57949,Quite Easy U.s.,Kings Blondie,12: 5 - 4,42,75,9: 4 - 3,1: 0 - 1,0:0-0-0,1: 0 - 1,9: 4 - 3,1: 0 - 1,,2: 1 - 1,2: 1 - 1,,,,,
"OPTIMERA - STL KLASS I, FINAL MS",15:50:00Z,2140,5-6-1-2,SWEDEN TIPS,STRONG HEARTBEAT,J WESTHOLM,J WESTHOLM,97,132,TD,0.0,$80033,Maharajah,Jacaranda,10: 6 - 2,60,80,8: 6 - 2,3: 1 - 1,0:0-0-0,3: 1 - 1,8: 6 - 2,2: 1 - 1,,2: 2 - 0,2: 2 - 0,,,,,
